Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_debug_0_adc_data_r[13:0]
2467,2467,0,2200
2468,2468,0,1ef0
2469,2469,0,2209
2470,2470,0,1f0b
2471,2471,0,21f9
2472,2472,0,1f3b
2473,2473,0,2ffb
2474,2474,0,3fff
2475,2475,0,3efd
2476,2476,0,2f12
2477,2477,0,1f01
2478,2478,0,2aca
2479,2479,0,1ee3
2480,2480,0,223b
2481,2481,0,1edb
2482,2482,0,2227
2483,2483,0,1f03
2484,2484,0,221c
2485,2485,0,1ef6
2486,2486,0,221e
2487,2487,0,1f08
2488,2488,0,220e
2489,2489,0,1ef6
2490,2490,0,2217
2491,2491,0,1efe
2492,2492,0,21e1
2493,2493,0,1f1b
2494,2494,0,2214
2495,2495,0,1f01
2496,2496,0,2202
2497,2497,0,1f0f
2498,2498,0,2206
2499,2499,0,1ef1
2500,2500,0,222c
2501,2501,0,1eeb
2502,2502,0,221a
2503,2503,0,1ed4
2504,2504,0,221c
2505,2505,0,1ee7
2506,2506,0,2235
2507,2507,0,1ed1
2508,2508,0,2238
2509,2509,0,1eff
2510,2510,0,3ee7
2511,2511,0,2ef5
2512,2512,0,1ef5
2513,2513,0,21fa
2514,2514,0,1f5c
2515,2515,0,21dd
2516,2516,0,1f1c
2517,2517,0,21ff
2518,2518,0,1ef3
2519,2519,0,2204
2520,2520,0,1f12
2521,2521,0,21fe
2522,2522,0,1f11
2523,2523,0,2220
2524,2524,0,1ede
2525,2525,0,221a
2526,2526,0,1ee9
2527,2527,0,2220
2528,2528,0,1ef9
2529,2529,0,222e
2530,2530,0,1ee8
2531,2531,0,2211
2532,2532,0,1ee0
2533,2533,0,2214
2534,2534,0,1efa
2535,2535,0,2201
2536,2536,0,1f1c
2537,2537,0,21f3
2538,2538,0,1f22
2539,2539,0,21e5
2540,2540,0,1f18
2541,2541,0,220d
2542,2542,0,1f02
2543,2543,0,220f
2544,2544,0,1eff
2545,2545,0,2efe
2546,2546,0,3ed4
2547,2547,0,1efd
2548,2548,0,221d
2549,2549,0,1ee2
2550,2550,0,2229
2551,2551,0,1ef6
2552,2552,0,2219
2553,2553,0,1eec
2554,2554,0,221f
2555,2555,0,1ef6
2556,2556,0,2230
2557,2557,0,1f04
2558,2558,0,21ef
2559,2559,0,1f03
2560,2560,0,2200
2561,2561,0,1f01
2562,2562,0,21f1
2563,2563,0,1f1f
2564,2564,0,2200
2565,2565,0,1f0f
2566,2566,0,2204
2567,2567,0,1f0d
2568,2568,0,21fc
2569,2569,0,1f0d
2570,2570,0,21fd
2571,2571,0,1f0f
2572,2572,0,220d
2573,2573,0,1ef9
2574,2574,0,2217
2575,2575,0,1eec
2576,2576,0,222c
2577,2577,0,1ede
2578,2578,0,2224
2579,2579,0,1efb
2580,2580,0,25fb
2581,2581,0,1ffd
2582,2582,0,3ff5
2583,2583,0,21f5
2584,2584,0,1f0b
2585,2585,0,21ff
2586,2586,0,1f00
2587,2587,0,21fc
2588,2588,0,1f22
2589,2589,0,21e5
2590,2590,0,1f36
2591,2591,0,21f2
2592,2592,0,1f02
2593,2593,0,220e
2594,2594,0,1f08
2595,2595,0,2201
2596,2596,0,1f01
2597,2597,0,221f
2598,2598,0,1eec
2599,2599,0,2218
2600,2600,0,1ef3
2601,2601,0,2225
2602,2602,0,1edb
2603,2603,0,2220
2604,2604,0,1f04
2605,2605,0,220b
2606,2606,0,1f0e
2607,2607,0,21fe
2608,2608,0,1ef8
2609,2609,0,21f9
2610,2610,0,1f2a
2611,2611,0,21dc
2612,2612,0,1f2e
2613,2613,0,21f6
2614,2614,0,1f0f
2615,2615,0,21e6
2616,2616,0,1f3e
2617,2617,0,3fff
2618,2618,0,39ff
2619,2619,0,1f16
2620,2620,0,2ed6
2621,2621,0,1ef3
2622,2622,0,2251
2623,2623,0,1edf
2624,2624,0,223e
2625,2625,0,1ee7
2626,2626,0,2231
2627,2627,0,1ed4
2628,2628,0,221c
2629,2629,0,1edc
2630,2630,0,2216
2631,2631,0,1ef3
2632,2632,0,2201
2633,2633,0,1f06
2634,2634,0,21f9
2635,2635,0,1efb
2636,2636,0,21fb
2637,2637,0,1f20
2638,2638,0,21db
2639,2639,0,1f12
2640,2640,0,2200
2641,2641,0,1f08
2642,2642,0,2209
2643,2643,0,1ef5
2644,2644,0,221e
2645,2645,0,1ed1
2646,2646,0,222f
2647,2647,0,1ed6
2648,2648,0,221c
2649,2649,0,1ef2
2650,2650,0,2225
2651,2651,0,1f26
2652,2652,0,2f1f
2653,2653,0,3f1f
2654,2654,0,1ff6
2655,2655,0,2df4
2656,2656,0,1f18
2657,2657,0,21e3
2658,2658,0,1f21
2659,2659,0,21ec
2660,2660,0,1f26
2661,2661,0,21f6
2662,2662,0,1f15
2663,2663,0,221a
2664,2664,0,1eea
2665,2665,0,2221
2666,2666,0,1f03
2667,2667,0,2231
2668,2668,0,1ef7
2669,2669,0,222a
2670,2670,0,1ed2
2671,2671,0,2216
2672,2672,0,1ee1
2673,2673,0,2241
2674,2674,0,1ee4
2675,2675,0,2213
2676,2676,0,1f0e
2677,2677,0,2203
2678,2678,0,1ee8
2679,2679,0,21f8
2680,2680,0,1f19
2681,2681,0,21fe
2682,2682,0,1f22
2683,2683,0,21dc
2684,2684,0,1f16
2685,2685,0,2200
2686,2686,0,1f0d
2687,2687,0,2208
2688,2688,0,1f09
2689,2689,0,3f39
2690,2690,0,2ef5
2691,2691,0,1ee5
2692,2692,0,2a1b
2693,2693,0,1edc
2694,2694,0,2228
2695,2695,0,1ee6
2696,2696,0,221e
2697,2697,0,1edb
2698,2698,0,2224
2699,2699,0,1edf
2700,2700,0,2220
2701,2701,0,1ef1
2702,2702,0,2203
2703,2703,0,1f16
2704,2704,0,21f9
2705,2705,0,1f05
2706,2706,0,21fc
2707,2707,0,1f11
2708,2708,0,220f
2709,2709,0,1f1a
2710,2710,0,21ee
2711,2711,0,1f05
2712,2712,0,221d
2713,2713,0,1ee2
2714,2714,0,221e
2715,2715,0,1eef
2716,2716,0,221f
2717,2717,0,1eea
2718,2718,0,2233
2719,2719,0,1ed8
2720,2720,0,2226
2721,2721,0,1edd
2722,2722,0,222f
2723,2723,0,1ee7
2724,2724,0,2ee7
2725,2725,0,3efa
2726,2726,0,1efa
2727,2727,0,2206
2728,2728,0,1ef9
2729,2729,0,2210
2730,2730,0,1f05
2731,2731,0,2209
2732,2732,0,1ef7
2733,2733,0,2216
2734,2734,0,1eff
2735,2735,0,221a
2736,2736,0,1ef8
2737,2737,0,221c
2738,2738,0,1efa
2739,2739,0,2214
2740,2740,0,1ef4
2741,2741,0,2218
2742,2742,0,1edf
2743,2743,0,2235
2744,2744,0,1ee1
2745,2745,0,222e
2746,2746,0,1ee9
2747,2747,0,221f
2748,2748,0,1efa
2749,2749,0,2207
2750,2750,0,1f0f
2751,2751,0,2205
2752,2752,0,1f06
2753,2753,0,220b
2754,2754,0,1ef9
2755,2755,0,2214
2756,2756,0,1f03
2757,2757,0,221e
2758,2758,0,1ef9
2759,2759,0,2631
2760,2760,0,1f13
2761,2761,0,3f22
2762,2762,0,2ee3
2763,2763,0,1ee1
2764,2764,0,2ee4
2765,2765,0,1ee9
2766,2766,0,2223
2767,2767,0,1ee7
2768,2768,0,2220
2769,2769,0,1ec9
2770,2770,0,2240
2771,2771,0,1eca
2772,2772,0,222e
2773,2773,0,1ee7
2774,2774,0,2218
2775,2775,0,1edf
2776,2776,0,2240
2777,2777,0,1ed4
2778,2778,0,2226
2779,2779,0,1ef8
2780,2780,0,2201
2781,2781,0,1eea
2782,2782,0,2216
2783,2783,0,1eed
2784,2784,0,222a
2785,2785,0,1ed7
2786,2786,0,222a
2787,2787,0,1ebb
2788,2788,0,2243
2789,2789,0,1eb4
2790,2790,0,2254
2791,2791,0,1eae
2792,2792,0,2256
2793,2793,0,1ead
2794,2794,0,224b
2795,2795,0,1ebb
2796,2796,0,3ebc
2797,2797,0,3eed
2798,2798,0,1ee5
2799,2799,0,2ee7
2800,2800,0,1ee7
2801,2801,0,2233
2802,2802,0,1ecf
2803,2803,0,2220
2804,2804,0,1ef5
2805,2805,0,222d
2806,2806,0,1ef0
2807,2807,0,223d
2808,2808,0,1ecc
2809,2809,0,222d
2810,2810,0,1ecb
2811,2811,0,2237
2812,2812,0,1eb3
2813,2813,0,225c
2814,2814,0,1eb0
2815,2815,0,2248
2816,2816,0,1ec6
2817,2817,0,2246
2818,2818,0,1ed2
2819,2819,0,2232
2820,2820,0,1ee1
2821,2821,0,2227
2822,2822,0,1ee3
2823,2823,0,221c
2824,2824,0,1eec
2825,2825,0,2223
2826,2826,0,1eef
2827,2827,0,221e
2828,2828,0,1eec
2829,2829,0,222a
2830,2830,0,1ee2
2831,2831,0,2eb3
2832,2832,0,3ef3
2833,2833,0,3edb
2834,2834,0,224b
2835,2835,0,1ebd
2836,2836,0,223d
2837,2837,0,1ec4
2838,2838,0,2243
2839,2839,0,1eab
2840,2840,0,2247
2841,2841,0,1ea6
2842,2842,0,2239
2843,2843,0,1ed6
2844,2844,0,2227
2845,2845,0,1ed0
2846,2846,0,2231
2847,2847,0,1eea
2848,2848,0,222d
2849,2849,0,1ef5
2850,2850,0,221e
2851,2851,0,1ee4
2852,2852,0,2224
2853,2853,0,1ece
2854,2854,0,2222
2855,2855,0,1ee5
2856,2856,0,2241
2857,2857,0,1ecd
2858,2858,0,2241
2859,2859,0,1e9e
2860,2860,0,2259
2861,2861,0,1eb3
2862,2862,0,2274
2863,2863,0,1e94
2864,2864,0,2250
2865,2865,0,1ea5
2866,2866,0,2265
2867,2867,0,1ecc
2868,2868,0,3ecf
2869,2869,0,2eef
2870,2870,0,1eac
2871,2871,0,2ed4
2872,2872,0,1ec4
2873,2873,0,223b
2874,2874,0,1ecf
2875,2875,0,2233
2876,2876,0,1ef0
2877,2877,0,2230
2878,2878,0,1ed0
2879,2879,0,2220
2880,2880,0,1ed5
2881,2881,0,224e
2882,2882,0,1eb2
2883,2883,0,2272
2884,2884,0,1eaa
2885,2885,0,2252
2886,2886,0,1ea6
2887,2887,0,225b
2888,2888,0,1ec1
2889,2889,0,2262
2890,2890,0,1eba
2891,2891,0,223f
2892,2892,0,1ec4
2893,2893,0,222e
2894,2894,0,1ede
2895,2895,0,2223
2896,2896,0,1ef7
2897,2897,0,2228
2898,2898,0,1ec6
2899,2899,0,2229
2900,2900,0,1edb
2901,2901,0,2240
2902,2902,0,1ed1
2903,2903,0,2eff
2904,2904,0,3eff
2905,2905,0,1ecf
2906,2906,0,2e4b
2907,2907,0,1ebd
2908,2908,0,2242
2909,2909,0,1ec1
2910,2910,0,225d
2911,2911,0,1e95
2912,2912,0,224c
2913,2913,0,1eb2
2914,2914,0,2244
2915,2915,0,1ebf
2916,2916,0,2229
2917,2917,0,1eed
2918,2918,0,2242
2919,2919,0,1eaa
2920,2920,0,2248
2921,2921,0,1ed4
2922,2922,0,2212
2923,2923,0,1ee8
2924,2924,0,2233
2925,2925,0,1ed2
2926,2926,0,224d
2927,2927,0,1ea7
2928,2928,0,2264
2929,2929,0,1ea0
2930,2930,0,2257
2931,2931,0,1eb3
2932,2932,0,2261
2933,2933,0,1ea9
2934,2934,0,2250
2935,2935,0,1ea2
2936,2936,0,2257
2937,2937,0,1ed4
2938,2938,0,2e3d
2939,2939,0,3efb
2940,2940,0,3edb
2941,2941,0,2237
2942,2942,0,1ec9
2943,2943,0,2225
2944,2944,0,1ed3
2945,2945,0,2243
2946,2946,0,1ed3
2947,2947,0,2231
2948,2948,0,1ed1
2949,2949,0,2229
2950,2950,0,1ed1
2951,2951,0,224a
2952,2952,0,1ebb
2953,2953,0,2241
2954,2954,0,1ec5
2955,2955,0,2240
2956,2956,0,1ead
2957,2957,0,2255
2958,2958,0,1ea8
2959,2959,0,2255
2960,2960,0,1eb6
2961,2961,0,2241
2962,2962,0,1ea7
2963,2963,0,224b
2964,2964,0,1eca
2965,2965,0,222f
2966,2966,0,1ed3
2967,2967,0,2224
2968,2968,0,1ec6
2969,2969,0,223b
2970,2970,0,1ed9
2971,2971,0,2227
2972,2972,0,1ef0
2973,2973,0,223a
2974,2974,0,1ebb
2975,2975,0,3efd
2976,2976,0,225e
2977,2977,0,1ea9
2978,2978,0,2e6c
2979,2979,0,1e9d
2980,2980,0,2266
2981,2981,0,1e8a
2982,2982,0,2273
2983,2983,0,1e9f
2984,2984,0,225c
2985,2985,0,1eac
2986,2986,0,225a
2987,2987,0,1eae
2988,2988,0,2258
2989,2989,0,1eab
2990,2990,0,223e
2991,2991,0,1ec5
2992,2992,0,2231
2993,2993,0,1eed
2994,2994,0,222a
2995,2995,0,1ecd
2996,2996,0,225d
2997,2997,0,1e9f
2998,2998,0,2250
2999,2999,0,1eba
3000,3000,0,224c
3001,3001,0,1ebf
3002,3002,0,223a
3003,3003,0,1eb5
3004,3004,0,2253
3005,3005,0,1e8f
3006,3006,0,226f
3007,3007,0,1e9e
3008,3008,0,2256
3009,3009,0,1ed6
3010,3010,0,2eff
3011,3011,0,3eff
3012,3012,0,1ec5
3013,3013,0,2efe
3014,3014,0,1ece
3015,3015,0,2225
3016,3016,0,1ece
3017,3017,0,221d
3018,3018,0,1ecb
3019,3019,0,2221
3020,3020,0,1eda
3021,3021,0,2256
3022,3022,0,1ead
3023,3023,0,226e
3024,3024,0,1ea6
3025,3025,0,224e
3026,3026,0,1e90
3027,3027,0,2263
3028,3028,0,1e9d
3029,3029,0,227a
3030,3030,0,1e95
3031,3031,0,224c
3032,3032,0,1e98
3033,3033,0,2259
3034,3034,0,1e9a
3035,3035,0,2242
3036,3036,0,1ec2
3037,3037,0,2240
3038,3038,0,1eb4
3039,3039,0,2238
3040,3040,0,1edc
3041,3041,0,2228
3042,3042,0,1ef0
3043,3043,0,223a
3044,3044,0,1ebf
3045,3045,0,267f
3046,3046,0,1ef5
3047,3047,0,3ef5
3048,3048,0,2e5b
3049,3049,0,1eba
3050,3050,0,2e7a
3051,3051,0,1eb8
3052,3052,0,223e
3053,3053,0,1e90
3054,3054,0,2275
3055,3055,0,1e99
3056,3056,0,2268
3057,3057,0,1eb6
3058,3058,0,2237
3059,3059,0,1ecd
3060,3060,0,223b
3061,3061,0,1ecb
3062,3062,0,222b
3063,3063,0,1ed2
3064,3064,0,223a
3065,3065,0,1ed2
3066,3066,0,222c
3067,3067,0,1ed8
3068,3068,0,2240
3069,3069,0,1ec6
3070,3070,0,2251
3071,3071,0,1eb8
3072,3072,0,2238
3073,3073,0,1ebc
3074,3074,0,2257
3075,3075,0,1ea1
3076,3076,0,226e
3077,3077,0,1e7a
3078,3078,0,226d
3079,3079,0,1e8a
3080,3080,0,2253
3081,3081,0,1ed3
3082,3082,0,2ec7
3083,3083,0,3ecf
3084,3084,0,3ecd
3085,3085,0,3ec6
3086,3086,0,1ec6
3087,3087,0,2264
3088,3088,0,1ede
3089,3089,0,2226
3090,3090,0,1edd
3091,3091,0,2244
3092,3092,0,1ecd
3093,3093,0,223a
3094,3094,0,1ec0
3095,3095,0,225c
3096,3096,0,1e80
3097,3097,0,226f
3098,3098,0,1e89
3099,3099,0,226f
3100,3100,0,1e94
3101,3101,0,225e
3102,3102,0,1e95
3103,3103,0,226e
3104,3104,0,1e96
3105,3105,0,2249
3106,3106,0,1ec3
3107,3107,0,2242
3108,3108,0,1eca
3109,3109,0,222a
3110,3110,0,1edc
3111,3111,0,2243
3112,3112,0,1eda
3113,3113,0,222b
3114,3114,0,1ee4
3115,3115,0,2228
3116,3116,0,1ebb
3117,3117,0,2e7f
3118,3118,0,3edf
3119,3119,0,3edf
3120,3120,0,2eef
3121,3121,0,1eef
3122,3122,0,2a4f
3123,3123,0,1e99
3124,3124,0,2247
3125,3125,0,1eb3
3126,3126,0,2262
3127,3127,0,1eaa
3128,3128,0,2234
3129,3129,0,1ecb
3130,3130,0,2243
3131,3131,0,1eaf
3132,3132,0,224d
3133,3133,0,1ecc
3134,3134,0,223a
3135,3135,0,1ecc
3136,3136,0,222d
3137,3137,0,1edb
3138,3138,0,2233
3139,3139,0,1ec4
3140,3140,0,2245
3141,3141,0,1ebd
3142,3142,0,2224
3143,3143,0,1ed9
3144,3144,0,2241
3145,3145,0,1eb4
3146,3146,0,2262
3147,3147,0,1eaf
3148,3148,0,2250
3149,3149,0,1ead
3150,3150,0,2244
3151,3151,0,1ea2
3152,3152,0,2252
3153,3153,0,1ebb
3154,3154,0,3eeb
3155,3155,0,2e5c
3156,3156,0,1ea4
3157,3157,0,2efa
3158,3158,0,1ed9
3159,3159,0,2221
3160,3160,0,1ee4
3161,3161,0,2244
3162,3162,0,1eb7
3163,3163,0,2269
3164,3164,0,1ea4
3165,3165,0,2250
3166,3166,0,1eb3
3167,3167,0,2265
3168,3168,0,1ea5
3169,3169,0,2267
3170,3170,0,1e99
3171,3171,0,226c
3172,3172,0,1e81
3173,3173,0,226f
3174,3174,0,1e9c
3175,3175,0,2264
3176,3176,0,1e9f
3177,3177,0,2248
3178,3178,0,1ec2
3179,3179,0,2225
3180,3180,0,1eba
3181,3181,0,2262
3182,3182,0,1eb5
3183,3183,0,2241
3184,3184,0,1ec0
3185,3185,0,222f
3186,3186,0,1ed3
3187,3187,0,2229
3188,3188,0,1ee3
3189,3189,0,2eeb
3190,3190,0,3ee9
3191,3191,0,1e9c
3192,3192,0,2e55
3193,3193,0,1e97
3194,3194,0,225e
3195,3195,0,1e86
3196,3196,0,227a
3197,3197,0,1e98
3198,3198,0,2253
3199,3199,0,1e9b
3200,3200,0,224f
3201,3201,0,1ec2
3202,3202,0,222b
3203,3203,0,1edf
3204,3204,0,2242
3205,3205,0,1ebe
3206,3206,0,224d
3207,3207,0,1ed4
3208,3208,0,2237
3209,3209,0,1ed4
3210,3210,0,2233
3211,3211,0,1ebf
3212,3212,0,222e
3213,3213,0,1eb9
3214,3214,0,2256
3215,3215,0,1ea2
3216,3216,0,226c
3217,3217,0,1e92
3218,3218,0,224e
3219,3219,0,1e99
3220,3220,0,226c
3221,3221,0,1e83
3222,3222,0,226b
3223,3223,0,1e96
3224,3224,0,265e
3225,3225,0,1ef9
3226,3226,0,3ead
3227,3227,0,2eed
3228,3228,0,1ece
3229,3229,0,2e52
3230,3230,0,1ec1
3231,3231,0,2248
3232,3232,0,1eb8
3233,3233,0,2250
3234,3234,0,1ead
3235,3235,0,2251
3236,3236,0,1ec3
3237,3237,0,224b
3238,3238,0,1eb3
3239,3239,0,2249
3240,3240,0,1eb0
3241,3241,0,2254
3242,3242,0,1e9a
3243,3243,0,2270
3244,3244,0,1e9c
3245,3245,0,225b
3246,3246,0,1ea3
3247,3247,0,2250
3248,3248,0,1ead
3249,3249,0,224c
3250,3250,0,1ec6
3251,3251,0,2242
3252,3252,0,1eb2
3253,3253,0,2250
3254,3254,0,1eb1
3255,3255,0,223e
3256,3256,0,1edd
3257,3257,0,2233
3258,3258,0,1ec8
3259,3259,0,2251
3260,3260,0,1ebd
3261,3261,0,3eed
3262,3262,0,3e5b
3263,3263,0,1e9f
3264,3264,0,2e5f
3265,3265,0,1eae
3266,3266,0,2282
3267,3267,0,1e7d
3268,3268,0,2274
3269,3269,0,1e74
3270,3270,0,227b
3271,3271,0,1e7d
3272,3272,0,2269
3273,3273,0,1ea5
3274,3274,0,2257
3275,3275,0,1eae
3276,3276,0,2247
3277,3277,0,1ecb
3278,3278,0,2243
3279,3279,0,1ebf
3280,3280,0,2244
3281,3281,0,1ea6
3282,3282,0,2240
3283,3283,0,1eb0
3284,3284,0,2267
3285,3285,0,1e8e
3286,3286,0,2278
3287,3287,0,1e85
3288,3288,0,2270
3289,3289,0,1e8e
3290,3290,0,2263
3291,3291,0,1ea7
3292,3292,0,2275
3293,3293,0,1e7a
3294,3294,0,2258
3295,3295,0,1e9f
3296,3296,0,2e5f
3297,3297,0,3eda
3298,3298,0,3eab
3299,3299,0,2252
3300,3300,0,1ead
3301,3301,0,2e4d
3302,3302,0,1eae
3303,3303,0,2250
3304,3304,0,1ead
3305,3305,0,2252
3306,3306,0,1eb8
3307,3307,0,2266
3308,3308,0,1ea1
3309,3309,0,2251
3310,3310,0,1eb2
3311,3311,0,2267
3312,3312,0,1e86
3313,3313,0,2276
3314,3314,0,1e83
3315,3315,0,2265
3316,3316,0,1ea2
3317,3317,0,2263
3318,3318,0,1ea4
3319,3319,0,225b
3320,3320,0,1eb9
3321,3321,0,2256
3322,3322,0,1e9d
3323,3323,0,2260
3324,3324,0,1eab
3325,3325,0,2254
3326,3326,0,1eba
3327,3327,0,2248
3328,3328,0,1ec1
3329,3329,0,223a
3330,3330,0,1ec1
3331,3331,0,2244
3332,3332,0,1eb5
3333,3333,0,3efd
3334,3334,0,2e6e
3335,3335,0,3e83
3336,3336,0,2eb7
3337,3337,0,1e76
3338,3338,0,226c
3339,3339,0,1e72
3340,3340,0,2279
3341,3341,0,1e76
3342,3342,0,226b
3343,3343,0,1e7b
3344,3344,0,2271
3345,3345,0,1e90
3346,3346,0,2263
3347,3347,0,1eaa
3348,3348,0,2234
3349,3349,0,1ecf
3350,3350,0,223f
3351,3351,0,1ea5
3352,3352,0,2247
3353,3353,0,1eab
3354,3354,0,224c
3355,3355,0,1ebd
3356,3356,0,2255
3357,3357,0,1e96
3358,3358,0,225d
3359,3359,0,1e8b
3360,3360,0,227b
3361,3361,0,1e80
3362,3362,0,2281
3363,3363,0,1e76
3364,3364,0,2273
3365,3365,0,1e7e
3366,3366,0,2266
3367,3367,0,1ebe
3368,3368,0,2efe
3369,3369,0,3eea
3370,3370,0,1ee1
3371,3371,0,2240
3372,3372,0,1ebf
3373,3373,0,224e
3374,3374,0,1ea7
3375,3375,0,2244
3376,3376,0,1ec2
3377,3377,0,224a
3378,3378,0,1ea8
3379,3379,0,2247
3380,3380,0,1e9f
3381,3381,0,2261
3382,3382,0,1e92
3383,3383,0,227e
3384,3384,0,1e81
3385,3385,0,2265
3386,3386,0,1e8a
3387,3387,0,2273
3388,3388,0,1e82
3389,3389,0,227c
3390,3390,0,1e76
3391,3391,0,2269
3392,3392,0,1e87
3393,3393,0,2266
3394,3394,0,1e8e
3395,3395,0,226a
3396,3396,0,1e96
3397,3397,0,2284
3398,3398,0,1e75
3399,3399,0,2261
3400,3400,0,1eb3
3401,3401,0,2258
3402,3402,0,1e92
3403,3403,0,267f
3404,3404,0,1eff
3405,3405,0,3eeb
3406,3406,0,2e65
3407,3407,0,1e8c
3408,3408,0,2263
3409,3409,0,1e89
3410,3410,0,228f
3411,3411,0,1e5e
3412,3412,0,227f
3413,3413,0,1e8e
3414,3414,0,2260
3415,3415,0,1e8a
3416,3416,0,2272
3417,3417,0,1e85
3418,3418,0,226c
3419,3419,0,1e98
3420,3420,0,223d
3421,3421,0,1ebd
3422,3422,0,2244
3423,3423,0,1eae
3424,3424,0,2261
3425,3425,0,1e8d
3426,3426,0,2268
3427,3427,0,1e78
3428,3428,0,227a
3429,3429,0,1e76
3430,3430,0,227b
3431,3431,0,1e77
3432,3432,0,2292
3433,3433,0,1e62
3434,3434,0,2277
3435,3435,0,1e4f
3436,3436,0,2292
3437,3437,0,1e6e
3438,3438,0,2260
3439,3439,0,1eb3
3440,3440,0,3edb
3441,3441,0,3e69
3442,3442,0,1e9c
3443,3443,0,225e
3444,3444,0,1ea5
3445,3445,0,224c
3446,3446,0,1ea8
3447,3447,0,2268
3448,3448,0,1e89
3449,3449,0,2252
3450,3450,0,1ea5
3451,3451,0,2262
3452,3452,0,1e8d
3453,3453,0,226e
3454,3454,0,1e82
3455,3455,0,2282
3456,3456,0,1e57
3457,3457,0,2298
3458,3458,0,1e60
3459,3459,0,2299
3460,3460,0,1e55
3461,3461,0,2292
3462,3462,0,1e50
3463,3463,0,227a
3464,3464,0,1e77
3465,3465,0,2266
3466,3466,0,1e99
3467,3467,0,2264
3468,3468,0,1e6a
3469,3469,0,2273
3470,3470,0,1e76
3471,3471,0,227a
3472,3472,0,1e90
3473,3473,0,2276
3474,3474,0,1e7e
3475,3475,0,267e
3476,3476,0,3e7f
3477,3477,0,3edf
3478,3478,0,2efd
3479,3479,0,1e7c
3480,3480,0,2aa0
3481,3481,0,1e49
3482,3482,0,2295
3483,3483,0,1e5b
3484,3484,0,229e
3485,3485,0,1e46
3486,3486,0,2296
3487,3487,0,1e77
3488,3488,0,228f
3489,3489,0,1e68
3490,3490,0,227c
3491,3491,0,1e8d
3492,3492,0,2264
3493,3493,0,1e94
3494,3494,0,226b
3495,3495,0,1e6a
3496,3496,0,2290
3497,3497,0,1e5e
3498,3498,0,227e
3499,3499,0,1e6c
3500,3500,0,229c
3501,3501,0,1e4e
3502,3502,0,2299
3503,3503,0,1e4b
3504,3504,0,228e
3505,3505,0,1e37
3506,3506,0,22ad
3507,3507,0,1e39
3508,3508,0,228a
3509,3509,0,1e67
3510,3510,0,227e
3511,3511,0,1e9f
3512,3512,0,3ed7
3513,3513,0,2e56
3514,3514,0,1ea4
3515,3515,0,2e6a
3516,3516,0,1ea1
3517,3517,0,2276
3518,3518,0,1e86
3519,3519,0,224c
3520,3520,0,1eba
3521,3521,0,225a
3522,3522,0,1e8a
3523,3523,0,2279
3524,3524,0,1e65
3525,3525,0,2287
3526,3526,0,1e50
3527,3527,0,2296
3528,3528,0,1e67
3529,3529,0,2285
3530,3530,0,1e6b
3531,3531,0,2282
3532,3532,0,1e54
3533,3533,0,2278
3534,3534,0,1e79
3535,3535,0,2282
3536,3536,0,1e75
3537,3537,0,2280
3538,3538,0,1e70
3539,3539,0,227d
3540,3540,0,1e79
3541,3541,0,226c
3542,3542,0,1e81
3543,3543,0,227e
3544,3544,0,1e64
3545,3545,0,2288
3546,3546,0,1e76
3547,3547,0,2e76
3548,3548,0,3ef7
3549,3549,0,1e8f
3550,3550,0,2e8e
3551,3551,0,1e60
3552,3552,0,2286
3553,3553,0,1e5d
3554,3554,0,22a3
3555,3555,0,1e52
3556,3556,0,22a0
3557,3557,0,1e57
3558,3558,0,2272
3559,3559,0,1e7e
3560,3560,0,2275
3561,3561,0,1e7b
3562,3562,0,2278
3563,3563,0,1e7a
3564,3564,0,226c
3565,3565,0,1e9d
3566,3566,0,2282
3567,3567,0,1e71
3568,3568,0,2285
3569,3569,0,1e6a
3570,3570,0,2284
3571,3571,0,1e71
3572,3572,0,2289
3573,3573,0,1e6f
3574,3574,0,2292
3575,3575,0,1e45
3576,3576,0,22b7
3577,3577,0,1e38
3578,3578,0,228a
3579,3579,0,1e57
3580,3580,0,2292
3581,3581,0,1e70
3582,3582,0,2672
3583,3583,0,1efe
3584,3584,0,3efc
3585,3585,0,2e7f
3586,3586,0,3e6f
3587,3587,0,3e6c
3588,3588,0,3e60
3589,3589,0,2270
3590,3590,0,1e86
3591,3591,0,2281
3592,3592,0,1e72
3593,3593,0,2291
3594,3594,0,1e62
3595,3595,0,2276
3596,3596,0,1e6a
3597,3597,0,22a2
3598,3598,0,1e39
3599,3599,0,22b3
3600,3600,0,1e39
3601,3601,0,22a4
3602,3602,0,1e2c
3603,3603,0,229f
3604,3604,0,1e4c
3605,3605,0,22af
3606,3606,0,1e4d
3607,3607,0,228a
3608,3608,0,1e5e
3609,3609,0,2274
3610,3610,0,1e80
3611,3611,0,2280
3612,3612,0,1e81
3613,3613,0,226e
3614,3614,0,1e6d
3615,3615,0,2269
3616,3616,0,1e60
3617,3617,0,2297
3618,3618,0,1e57
3619,3619,0,3ede
3620,3620,0,3e9b
3621,3621,0,1edf
3622,3622,0,2e9f
3623,3623,0,1e35
3624,3624,0,22aa
3625,3625,0,1e59
3626,3626,0,22b6
3627,3627,0,1e31
3628,3628,0,22ac
3629,3629,0,1e2e
3630,3630,0,2282
3631,3631,0,1e56
3632,3632,0,228c
3633,3633,0,1e60
3634,3634,0,2282
3635,3635,0,1e6e
